formula,predicted_Tc,efermi,band_gap,database_IDs
B1I3,2.4902591705322266,-0.6082331,2.6901,icsd-173375
Ba1V2Ni2O8,2.489267349243164,2.93330096,0.0161999999999999,icsd-96086
Ni1Xe4F28,2.4844322204589844,-4.6177837,2.1312999999999995,icsd-65830
Ca2V2O7,2.4629287719726562,0.86006882,2.9553000000000003,icsd-20609
Li1Ru1F6,2.298166275024414,-1.80409823,0.9999,icsd-165203
Ba1Ni1O3,2.2748680114746094,2.79794293,1.4691999999999998,icsd-30661
Li3Bi1,2.253154754638672,2.90571406,0.3428999999999997,icsd-616778
Pr2Mn1Ni1O6,2.1705970764160156,5.28102547,1.6564,pf-18872
Ca2Zr5Ti2O16,2.169210433959961,2.63372289,2.9678,icsd-85193
Mn1Ni6O8,2.140005111694336,4.80416538,1.4245,icsd-40584
Ca1Cr1O4,2.1199512481689453,-0.07153711,2.3714,icsd-30283
Ca1Ge2O5,1.9883193969726562,3.38726056,2.6966,icsd-156194
Ca1Ti1O3,1.7863731384277344,3.09815529,2.3053,icsd-167888
Li1Dy1Sn1,1.7805156707763672,4.45235774,0.0044000000000004,icsd-603144
Li2Pd1O2,1.7195243835449219,2.73987329,1.1973000000000005,icsd-19007
Cs2Ni1O2,1.7093124389648438,0.95445764,2.6343,icsd-423923
Sr19Li44,1.7027854919433594,0.69184211,0.0227999999999999,icsd-421227
Li2Ru1F6,1.6625862121582031,0.34432287,0.0398,icsd-165210
Ce1B1O3,1.5289897918701172,7.33696603,0.0586999999999999,icsd-99689
Li5Bi1O5,1.524343490600586,1.20367137,1.3597,icsd-203031
Li1Pr1Sn1,1.366739273071289,4.14458707,0.0050000000000007,icsd-603176
In7Ni3,1.3538017272949219,7.97055855,0.8483999999999998,pf-25262
Nd1Ni1Bi1,1.2892093658447266,5.95675443,0.5118999999999998,pf-14769
Tm1Ni1Bi1,1.267110824584961,6.11758858,0.1490999999999998,icsd-58825
Th1Ni1Sn1,1.2581253051757812,7.38321914,0.2675,icsd-646770
Ti1Ni1Sn1,1.1434898376464844,7.66299415,0.4527000000000001,icsd-190991
Tb1Ni1Bi1,1.1329917907714844,6.06942499,0.2301000000000002,pf-35808
Dy1Ni1Bi1,1.0566349029541016,6.06016806,0.2084000000000001,icsd-58779
Er1Ni1Bi1,0.8905582427978516,6.05514116,0.1699999999999999,pf-14835
Y1Ni1Bi1,0.8722000122070312,6.10725711,0.2016,icsd-58826
Ce1Ni1Ge1,0.8698577880859375,7.504866,0.0567999999999999,icsd-99672
Li2O2,0.8302288055419922,1.48740273,1.9743,icsd-180557
Pr1Ni1Bi1,0.7195777893066406,5.78049177,0.3337999999999992,pf-37184
Ni1O1,-0.03474235534667969,5.87177732,2.3008999999999995,icsd-9866
